,name,price,color,feature_dict,link
329,"
Exel TURBOBOOST PINK 3.4 ROUND SB","
29.86 € 


Recommended retail price:  39.51 €


","
black / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Air', 'Indicates the hardness of the blade', 'yes', '235g', 'straight']}",https://www.efloorball.net/p/37782/exel-turboboost-pink-3-4-round-sb-floorball-stick?ts=p_1_3_330
330,"
Unihoc UNITY Curve 1.5º 32 neon yellow/cerise","
63.45 € 


Recommended retail price:  105.73 €


","
neon yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Carbon content:'], 'Key': ['2015', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Unity', 'Indicates the hardness of the blade', 'yes', '100 % carbon']}",https://www.efloorball.net/p/16027/floorball-stick-unihoc-unity-curve-1-5-32-neon-yellow-cerise-15?ts=p_1_3_331
331,"
Zone floorball MAKER PROLIGHT2 27 white carbon","
131.63 € 


Recommended retail price:  229.43 €


","
white / red","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Prolight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '191g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35239/zone-floorball-maker-prolight2-27-white-carbon-floorball-stick?ts=p_1_3_332
332,"
Fat Pipe K.O. 26 Orange SMU","
71.78 € 


Recommended retail price:  159.57 €


","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Sticky', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/34180/fat-pipe-ko-26-orange-pwr-floorball-stick?ts=p_1_3_333
333,"
Exel E-LITE BLACK 2.9 OVAL MB","
103.35 € 


Recommended retail price:  159.20 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'E-Lite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '185g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38186/exel-e-lite-black-2-9-oval-mb-floorball-stick?ts=p_1_3_334
334,"
Salming Hawk RE Flex 32","
55.82 €","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Tritec', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Hawk', 'Indicates the hardness of the blade', 'yes', '275g', 'straight']}",https://www.efloorball.net/p/37352/salming-hawk-re-flex-32-floorball-stick?ts=p_1_3_335
335,"
Eurostick Medi Team set 95/106cm","
82.88 €","
Reversible","{'Name': ['Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', '220g', 'straight']}",https://www.efloorball.net/p/30897/necy-medi-95-team-set-95-106cm-floorball-set?ts=p_1_3_336
336,"
Eurostick Medigoal set","
53.95 €",,"{'Name': ['Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', 'straight']}",https://www.efloorball.net/p/17130/floorball-set-medi-goal-set-15?ts=p_1_1_337
337,"
Exel P60 WHITE 2.9 OVAL MB","
43.49 € 


Recommended retail price:  95.37 €


","
white / blue / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2017/2018', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Vision', 'Indicates the hardness of the blade', 'yes', 'straight', '60 % carbon / 40 % glass fiber']}",https://www.efloorball.net/p/30200/exel-p60-white-2-9-98-oval-mb-floorball-stick?ts=p_1_3_338
338,"
Exel IMPACT BLACK 2.9 DROP OVAL MB","
103.35 € 


Recommended retail price:  167.19 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Rival Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37752/exel-impact-black-2-9-drop-oval-mb-floorball-stick?ts=p_1_3_339
339,"
Exel S1 BLACK 2.9 SQUARE MB","
98.75 €","
Black / Orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICE', 'Indicates the hardness of the blade', 'yes', 'straight', '75 % carbon / 25 % glass fiber']}",https://www.efloorball.net/p/39424/exel-s1-black-2-9-square-mb-floorball-stick?ts=p_1_3_340
340,"
Exel E-LITE PINK 2.6 OVAL MB","
99.36 € 


Recommended retail price:  159.20 €


","
black / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'E-Lite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '185g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38451/exel-e-lite-pink-2-6-oval-mb-floorball-stick?ts=p_1_3_341
341,"
Eurostick Medi","
5.43 € 


Recommended retail price:  7.94 €


","
Reversible","{'Name': ['Sticks material: ', 'Handling shape: ', 'Blade name:', 'IFF Certification:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'No', 'straight']}",https://www.efloorball.net/p/17124/floorball-stick-medi-kid-15?ts=p_1_1_342
342,"
Unihoc EPIC SUPERSKIN MAX FL 26 white/black","
107.33 € 


Recommended retail price:  175.53 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '201g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35183/unihoc-epic-superskin-max-fl-26-white-black-floorball-stick?ts=p_1_3_343
343,"
Exel SHOCK ABSORBER BLACK 2.9 ROUND MB","
87.39 € 


Recommended retail price:  167.19 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Rival Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '197g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37715/exel-shock-absorber-black-2-9-round-mb-floorball-stick?ts=p_1_3_344
344,"
OxDog VIPER SUPERLIGHT 27 WT ROUND MBC","
119.71 €","
White / Grey","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Avox Carbon', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37526/oxdog-viper-superlight-27-wt-round-mbc-floorball-stick?ts=p_1_1_345
345,"
Exel P60 WHITE 3.4 ROUND MB","
35.52 € 


Recommended retail price:  119.31 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Wrap grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Air', 'Indicates the hardness of the blade', 'yes', 'straight', '60 % carbon / 40 % glass fiber']}",https://www.efloorball.net/p/32033/exel-p60-white-3-4-round-mb-floorball-stick?ts=p_1_3_346
346,"
Unihoc EPIC TITAN SUPERSKIN PRO 26 white","
99.36 € 


Recommended retail price:  159.57 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '206g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/35207/unihoc-epic-titan-superskin-pro-26-white-floorball-stick?ts=p_1_3_347
347,"
Exel S1 BLACK 2.3 SQUARE MB","
118.71 €","
Black / Orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICE', 'Indicates the hardness of the blade', 'yes', '270g', 'straight', '75 % carbon / 25 % glass fiber']}",https://www.efloorball.net/p/39422/exel-s1-black-2-3-square-mb-floorball-stick?ts=p_1_3_348
348,"
Unihoc Basic KIDDY 2-pack","
14.97 €","
red / yellow","{'Name': ['Season:'], 'Key': ['2019/2020']}",https://www.efloorball.net/p/33863/unihoc-kiddy-2-pack-1-white-red-ball?ts=p_1_3_349
349,"
Eurostick Moooo","
11.62 €","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'No', '246g', 'straight']}",https://www.efloorball.net/p/35847/necy-moooove-floorball-stick?ts=p_1_3_350
350,"
Eurostick Gravity IFF","
30.81 €","
100cm (=110cm)","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Gravity', 'Indicates the hardness of the blade', 'yes', '284g', 'straight']}",https://www.efloorball.net/p/38462/eurostick-gravity-black-floorball-stick?ts=p_1_3_351
351,"
Eurostick Splash Junior + Ball","
12.37 € 


Recommended retail price:  15.60 €


","
orange","{'Name': ['Handling shape: ', 'Blade Hardness: ', 'Weight:', 'shaft type:'], 'Key': ['Indicates the shape when holding the stick', 'Indicates the hardness of the blade', '212g', 'curved']}",https://www.efloorball.net/p/30890/necy-splash-junior-ball-floorball-set?ts=p_1_3_352
352,"
Eurostick APACHE","
10.89 € 


Recommended retail price:  12.73 €


",,"{'Name': ['Season:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/34233/necy-apache-floorball-stick?ts=p_1_1_353
353,"
Fat Pipe FP CONCEPT 31 WE JAB","
63.81 €","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'WTB', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Jab', 'Indicates the hardness of the blade', 'yes', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/40482/fat-pipe-fp-concept-31-we-jab-floorball-stick?ts=p_1_3_354
354,"
Exel E-FECT WHITE 2.3 OVAL MB","
143.24 € 


Recommended retail price:  178.55 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39388/exel-e-fect-white-2-3-oval-mb-floorball-stick?ts=p_1_3_355
355,"
Fat Pipe RAW CONCEPT 27 LOW KICK SPD","
175.53 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Raw Concept grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'SPEED', 'Indicates the hardness of the blade', 'yes', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39823/fat-pipe-raw-concept-27-low-kick-spd-floorball-stick?ts=p_1_1_356
356,"
Zone floorball SUPREME AIR SL 29 LAVENDER","
139.61 €","
purple","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Supreme', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/40488/zone-floorball-supreme-air-sl-29-lavender-floorball-stick?ts=p_1_3_357
357,"
Zone floorball SUPREME AIR SL 29 PEPPERMINT","
139.61 €","
green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Supreme', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/40492/zone-floorball-supreme-air-sl-29-peppermint-floorball-stick?ts=p_1_3_358
